#group,false,false,false,false,false
#datatype,double,double,string,double,dateTime:RFC3339
#default,,,,,
,humidity,light,node_id,temperature,time
,72.7,0,smart_art_1,19,2025-12-13T01:58:28.262831Z
,72.9,0,smart_art_1,19,2025-12-13T02:03:28.251857Z
,72.8,0,smart_art_1,19,2025-12-13T02:08:28.251631Z
,72.9,0,smart_art_1,19,2025-12-13T02:13:49.453429Z
,73,0,smart_art_1,18.9,2025-12-13T02:18:49.450966Z
,73,0,smart_art_1,18.9,2025-12-13T02:23:49.44246Z
,73.1,0,smart_art_1,18.9,2025-12-13T02:28:57.022349Z
,73.2,0,smart_art_1,18.9,2025-12-13T02:33:56.999454Z
,73.3,0,smart_art_1,18.9,2025-12-13T02:38:56.977655Z
,63.3,717,smart_art_1,18.5,2025-12-13T11:03:28.486141Z
,61.2,790,smart_art_1,19.5,2025-12-13T11:08:28.401095Z
,60.4,784,smart_art_1,20,2025-12-13T11:13:28.474616Z
,60.5,772,smart_art_1,20.3,2025-12-13T11:18:28.45944Z
,61.3,752,smart_art_1,20,2025-12-13T11:23:28.430041Z
,62.9,751,smart_art_1,19.4,2025-12-13T11:28:28.383057Z
,64,739,smart_art_1,19,2025-12-13T11:33:28.386575Z
,64.7,747,smart_art_1,18.7,2025-12-13T11:38:28.383811Z
,65.3,227,smart_art_1,18.7,2025-12-13T11:43:28.376898Z
,65.5,645,smart_art_1,18.6,2025-12-13T11:48:28.3833Z
,66.2,643,smart_art_1,18.5,2025-12-13T11:53:28.367915Z
,66.3,641,smart_art_1,18.5,2025-12-13T11:58:28.376545Z
,66.4,650,smart_art_1,18.5,2025-12-13T12:03:28.37188Z
,66.8,619,smart_art_1,18.4,2025-12-13T12:08:28.365442Z
,66.9,624,smart_art_1,18.4,2025-12-13T12:13:28.35595Z
,67.2,545,smart_art_1,18.4,2025-12-13T12:18:28.338717Z
,67.3,541,smart_art_1,18.4,2025-12-13T12:23:28.328629Z
,67.3,528,smart_art_1,18.4,2025-12-13T12:28:28.341322Z
,67.5,511,smart_art_1,18.3,2025-12-13T12:33:28.320416Z
,67.5,494,smart_art_1,18.2,2025-12-13T12:38:28.404827Z
,67.7,468,smart_art_1,18.1,2025-12-13T12:43:28.333659Z
,67.8,454,smart_art_1,18.1,2025-12-13T12:48:28.360256Z
,67.8,448,smart_art_1,18,2025-12-13T12:53:28.301786Z
,69,426,smart_art_1,18.1,2025-12-13T12:58:28.294532Z
,69.3,411,smart_art_1,18,2025-12-13T13:03:28.345464Z
,68.9,403,smart_art_1,18,2025-12-13T13:08:28.271981Z
,68.9,410,smart_art_1,17.9,2025-12-13T13:13:28.399141Z
,68.9,423,smart_art_1,17.9,2025-12-13T13:18:28.318288Z
,68.9,437,smart_art_1,17.9,2025-12-13T13:23:28.349109Z
,68.9,424,smart_art_1,17.9,2025-12-13T13:28:28.261635Z
,68.9,392,smart_art_1,17.9,2025-12-13T13:33:28.244363Z
,69.3,358,smart_art_1,17.9,2025-12-13T13:38:28.243903Z
,69.4,336,smart_art_1,17.9,2025-12-13T13:43:28.356113Z
,69.5,323,smart_art_1,17.9,2025-12-13T13:48:28.278332Z
,69,315,smart_art_1,18.3,2025-12-13T13:53:28.303511Z
,67.8,305,smart_art_1,18.8,2025-12-13T13:58:28.318263Z
,67.4,300,smart_art_1,19,2025-12-13T14:03:28.248029Z
,67,283,smart_art_1,19.2,2025-12-13T14:08:28.210001Z
,66.9,277,smart_art_1,19.3,2025-12-13T14:13:28.297623Z
,66.6,259,smart_art_1,19.5,2025-12-13T14:18:28.196986Z
,66.9,242,smart_art_1,19.5,2025-12-13T14:23:28.259656Z
,66.9,239,smart_art_1,19.6,2025-12-13T14:28:28.187134Z
,66.8,215,smart_art_1,19.6,2025-12-13T14:33:28.201839Z
,66.8,198,smart_art_1,19.7,2025-12-13T14:38:28.239065Z
,66.8,175,smart_art_1,19.7,2025-12-13T14:43:28.259806Z
,66.8,160,smart_art_1,19.8,2025-12-13T14:48:28.168457Z
,66.6,128,smart_art_1,19.9,2025-12-13T14:53:28.213263Z
,66.1,102,smart_art_1,20.1,2025-12-13T14:58:28.147664Z
,66.5,80,smart_art_1,20,2025-12-13T15:03:28.156543Z
,66.4,58,smart_art_1,20.1,2025-12-13T15:08:28.195305Z
,66.2,18,smart_art_1,20.2,2025-12-13T15:13:28.217651Z
,66.4,0,smart_art_1,20.2,2025-12-13T15:18:28.13416Z
,66.3,0,smart_art_1,20.3,2025-12-13T15:23:28.143579Z
,66.3,0,smart_art_1,20.4,2025-12-13T15:28:28.124229Z
,66.3,0,smart_art_1,20.4,2025-12-13T15:33:28.212238Z
,66.5,0,smart_art_1,20.4,2025-12-13T15:38:28.148684Z
,66.4,0,smart_art_1,20.5,2025-12-13T15:43:28.170297Z
,66.5,240,smart_art_1,20.5,2025-12-13T15:48:28.200502Z
,66.5,126,smart_art_1,20.6,2025-12-13T15:53:28.11356Z
,66.5,175,smart_art_1,20.7,2025-12-13T15:58:28.149211Z
,66.1,169,smart_art_1,20.8,2025-12-13T16:03:28.178377Z
,65.9,144,smart_art_1,21,2025-12-13T16:08:28.087983Z
,66.1,144,smart_art_1,20.9,2025-12-13T16:13:28.077042Z
,67.4,240,smart_art_1,20.4,2025-12-13T16:18:28.150535Z
,69.1,267,smart_art_1,20,2025-12-13T16:23:28.074712Z
,69.7,269,smart_art_1,19.8,2025-12-13T16:28:28.113785Z
,69.5,225,smart_art_1,19.9,2025-12-13T16:33:29.159891Z
,69.3,269,smart_art_1,20.1,2025-12-13T16:38:28.161903Z
,69.1,250,smart_art_1,20.2,2025-12-13T16:43:28.043924Z
,68.9,256,smart_art_1,20.2,2025-12-13T16:48:28.111848Z
,68.7,256,smart_art_1,20.3,2025-12-13T16:53:28.039515Z
,68.5,250,smart_art_1,20.4,2025-12-13T16:58:28.030946Z
,68.6,213,smart_art_1,20.4,2025-12-13T17:03:28.096753Z
,68.7,245,smart_art_1,20.4,2025-12-13T17:08:28.112799Z
,68.7,264,smart_art_1,20.4,2025-12-13T17:13:28.143147Z
,68.8,241,smart_art_1,20.4,2025-12-13T17:18:28.075342Z
,68.8,240,smart_art_1,20.4,2025-12-13T17:23:28.089864Z
,68.9,259,smart_art_1,20.4,2025-12-13T17:28:28.025353Z
,69,263,smart_art_1,20.5,2025-12-13T17:33:28.055015Z
,69,241,smart_art_1,20.5,2025-12-13T17:38:28.068195Z
,69.1,238,smart_art_1,20.5,2025-12-13T17:43:28.01855Z
,69.1,247,smart_art_1,20.5,2025-12-13T17:48:28.114961Z
,69.2,254,smart_art_1,20.5,2025-12-13T17:53:28.036685Z
,69.1,257,smart_art_1,20.6,2025-12-13T17:58:28.056534Z
,69.3,253,smart_art_1,20.5,2025-12-13T18:03:27.976847Z
,69.3,247,smart_art_1,20.5,2025-12-13T18:08:27.980454Z
,69.3,251,smart_art_1,20.6,2025-12-13T18:13:28.045857Z
,69.2,257,smart_art_1,20.7,2025-12-13T18:18:28.061631Z
,69.3,265,smart_art_1,20.6,2025-12-13T18:23:27.990158Z
,69.5,243,smart_art_1,20.6,2025-12-13T18:28:28.022987Z
,69.3,252,smart_art_1,20.7,2025-12-13T18:33:27.95545Z
,69.3,240,smart_art_1,20.7,2025-12-13T18:38:27.966609Z
,69.3,246,smart_art_1,20.7,2025-12-13T18:43:27.996768Z
,69.4,251,smart_art_1,20.7,2025-12-13T18:48:28.025108Z
,69.4,219,smart_art_1,20.7,2025-12-13T18:53:28.040907Z
,69.7,119,smart_art_1,20.6,2025-12-13T18:58:27.937205Z
,70.4,128,smart_art_1,20.3,2025-12-13T19:03:28.001121Z
,70.6,114,smart_art_1,20.3,2025-12-13T19:08:28.016956Z
,70.7,135,smart_art_1,20.2,2025-12-13T19:13:27.945041Z
,63.3,133,smart_art_1,19.2,2025-12-13T19:23:29.657595Z
,58.6,119,smart_art_1,18.1,2025-12-13T19:28:29.590769Z
,57.6,143,smart_art_1,17.4,2025-12-13T19:33:29.599939Z
,56.6,103,smart_art_1,17,2025-12-13T19:38:29.586692Z
,54.3,107,smart_art_1,17,2025-12-13T19:43:29.668521Z
,54,109,smart_art_1,16.9,2025-12-13T19:48:29.686521Z
,58.7,241,smart_art_1,18.2,2025-12-13T19:53:29.573534Z
,57.2,256,smart_art_1,19.1,2025-12-13T19:58:29.621576Z
,57.2,240,smart_art_1,19.4,2025-12-13T20:03:29.644439Z
,57.3,222,smart_art_1,19.6,2025-12-13T20:08:29.671688Z
,57.8,240,smart_art_1,19.8,2025-12-13T20:13:29.604876Z
,58.2,268,smart_art_1,19.9,2025-12-13T20:18:29.569578Z
,58.6,256,smart_art_1,20,2025-12-13T20:23:29.654249Z
,58.9,226,smart_art_1,20.1,2025-12-13T20:28:29.698778Z
,59.4,257,smart_art_1,20.1,2025-12-13T20:33:29.558085Z
,59.8,240,smart_art_1,20.1,2025-12-13T20:38:29.629427Z
,60.2,256,smart_art_1,20.1,2025-12-13T20:43:29.655993Z
,60.6,261,smart_art_1,20.1,2025-12-13T20:48:29.577211Z
,61.1,271,smart_art_1,20.1,2025-12-13T20:53:29.620981Z
,61.3,258,smart_art_1,20.1,2025-12-13T20:58:29.628206Z
,61.7,254,smart_art_1,20.1,2025-12-13T21:03:29.533949Z
,62.1,239,smart_art_1,20,2025-12-13T21:08:29.535003Z
,62.4,251,smart_art_1,20,2025-12-13T21:13:29.603271Z
,63,263,smart_art_1,19.9,2025-12-13T21:18:29.519226Z
,63.1,282,smart_art_1,20,2025-12-13T21:23:29.858314Z
,63.5,271,smart_art_1,19.9,2025-12-13T21:28:29.512054Z
,63.7,272,smart_art_1,19.9,2025-12-13T21:33:29.503559Z
,64,269,smart_art_1,19.9,2025-12-13T21:38:29.493356Z
,64.3,258,smart_art_1,19.8,2025-12-13T21:43:29.549766Z
,64.5,265,smart_art_1,19.8,2025-12-13T21:48:29.575755Z
,64.8,272,smart_art_1,19.8,2025-12-13T21:53:29.502892Z
,65.1,243,smart_art_1,19.8,2025-12-13T21:58:29.532671Z
,65.3,257,smart_art_1,19.8,2025-12-13T22:03:29.652421Z
,65.2,0,smart_art_1,19.8,2025-12-13T22:08:29.573376Z
,66,0,smart_art_1,19.6,2025-12-13T22:13:29.504113Z
,66,0,smart_art_1,19.6,2025-12-13T22:18:29.454902Z
,66,0,smart_art_1,19.6,2025-12-13T22:23:29.450365Z
,66.2,0,smart_art_1,19.6,2025-12-13T22:28:29.472228Z
,66.3,0,smart_art_1,19.6,2025-12-13T22:33:29.498973Z
,66.5,0,smart_art_1,19.6,2025-12-13T22:38:29.526639Z
,66.6,0,smart_art_1,19.5,2025-12-13T22:43:29.453946Z
,66.8,0,smart_art_1,19.5,2025-12-13T22:48:29.48093Z
,67.1,0,smart_art_1,19.5,2025-12-13T22:53:29.394979Z
,67.1,0,smart_art_1,19.5,2025-12-13T22:58:29.422017Z
,67.4,0,smart_art_1,19.5,2025-12-13T23:03:29.457032Z
,67.4,0,smart_art_1,19.5,2025-12-13T23:08:29.472814Z
,67.6,0,smart_art_1,19.5,2025-12-13T23:13:29.408029Z
,67.7,0,smart_art_1,19.4,2025-12-13T23:18:29.355512Z
,67.9,0,smart_art_1,19.4,2025-12-13T23:23:29.463383Z
,68,0,smart_art_1,19.4,2025-12-13T23:28:29.394396Z
,68.1,0,smart_art_1,19.3,2025-12-13T23:33:52.423339Z
,68.2,0,smart_art_1,19.3,2025-12-13T23:38:52.480764Z
,68.3,0,smart_art_1,19.3,2025-12-13T23:43:52.49511Z
,68.4,0,smart_art_1,19.3,2025-12-13T23:49:03.576751Z
,68.5,0,smart_art_1,19.3,2025-12-13T23:54:03.480393Z
,68.7,0,smart_art_1,19.2,2025-12-13T23:59:03.53129Z
,57.3,241,smart_art_1,18.3,2025-12-14T22:28:23.345465Z
,58.8,262,smart_art_1,18.4,2025-12-14T22:33:23.291142Z
,59.2,130,smart_art_1,18.9,2025-12-14T22:13:23.30512Z
,55.8,275,smart_art_1,18.7,2025-12-14T22:18:23.298154Z
,57.1,267,smart_art_1,18.3,2025-12-14T22:23:23.420944Z
